"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Expired Card Entry","Verify that the error message is displayed when the card is expired."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Redirection To Dashboard Post Signup","Verify that the redirection to dashboard is performed correctly after signup."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-47: Verify that IMPS transfer functionality works correctly.","Verify that IMPS transfer functionality works correctly."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","268","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_update_booking","
        Test the booking update API.
        "
"passed","Tue Sep 30 00:37:38 GMT 2025","Tue Sep 30 00:37:38 GMT 2025","306","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"failed","Tue Sep 30 00:37:45 GMT 2025","Tue Sep 30 00:37:52 GMT 2025","7076","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"failed","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Currency Change Updates Payment Amount","Verify that the currency change updates the payment amount correctly."
"passed","Tue Sep 30 00:37:38 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","428","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"skipped","Tue Sep 30 00:38:04 GMT 2025","Tue Sep 30 00:38:04 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"passed","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate CVV Check During Payment","Verify that the CVV check is performed during payment."
"skipped","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","test_upi_payment_integration_flow","Test UPI payment integration and flow functionality."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"passed","Tue Sep 30 00:38:04 GMT 2025","Tue Sep 30 00:38:04 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
"failed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"failed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Terms And Conditions Checkbox Validation","Verify that the terms and conditions checkbox validation is performed correctly."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Invalid Email Format","Verify that the error message is displayed when the email format is invalid."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Mandatory Fields Are Enforced","Verify that the mandatory fields are enforced correctly."
"failed","Tue Sep 30 00:37:56 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","5572","SRC.tests.tests_ui","test_order_page","TestOrderPage","","","Verify Order Creation","Verify that the order is created successfully."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"passed","Tue Sep 30 00:37:44 GMT 2025","Tue Sep 30 00:37:44 GMT 2025","101","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Product Details","Verify that the product details are displayed correctly."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Username Uniqueness Check","Verify that the username uniqueness check is performed correctly."
"failed","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:04 GMT 2025","3003","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Check Promo Code Application In Payment","Verify that the promo code is applied correctly in payment."
"skipped","Tue Sep 30 00:38:04 GMT 2025","Tue Sep 30 00:38:04 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate 3D Secure Authentication","Verify that the 3D secure authentication process is performed correctly."
"broken","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"failed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-44: Verify that money transfer between own accounts works correctly.","Verify that money transfer between own accounts works correctly."
"failed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Mobile Number Verification","Verify that the mobile number verification is performed correctly."
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Back Button Functionality On Signup","Verify that the back button functionality is performed correctly on signup."
"passed","Tue Sep 30 00:38:01 GMT 2025","Tue Sep 30 00:38:01 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Successful Payment With Valid Card Details","Verify that the payment is processed successfully with valid card details."
"skipped","Tue Sep 30 00:37:53 GMT 2025","Tue Sep 30 00:37:53 GMT 2025","0","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login Page Elements","Verify that the login page elements are present."
"failed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"passed","Tue Sep 30 00:37:54 GMT 2025","Tue Sep 30 00:37:54 GMT 2025","326","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 00:37:39 GMT 2025","Tue Sep 30 00:37:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Duplicate Email Registration","Verify that the error message is displayed when the email is already registered."
