"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 30 00:25:37 GMT 2025","Tue Sep 30 00:25:37 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Currency Change Updates Payment Amount","Verify that the currency change updates the payment amount correctly."
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-51: Verify that overdraft limit warnings are displayed correctly.","Verify that overdraft limit warnings are displayed correctly."
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-45: Verify that transaction history is accurate.","Verify that transaction history is accurate."
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"passed","Tue Sep 30 00:25:29 GMT 2025","Tue Sep 30 00:25:29 GMT 2025","331","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Problem User Login","Verify that the user can login with problem user creds."
"passed","Tue Sep 30 00:25:19 GMT 2025","Tue Sep 30 00:25:19 GMT 2025","157","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Sorting","Verify that sorting options are available on the home page."
"passed","Tue Sep 30 00:25:28 GMT 2025","Tue Sep 30 00:25:28 GMT 2025","336","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Page Title","Verify that the page title is correct."
"passed","Tue Sep 30 00:25:20 GMT 2025","Tue Sep 30 00:25:21 GMT 2025","180","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Menu","Verify that the menu navigation works correctly."
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"failed","Tue Sep 30 00:25:41 GMT 2025","Tue Sep 30 00:25:41 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify International Card Payment","Verify that the international card payment is processed correctly."
"failed","Tue Sep 30 00:25:37 GMT 2025","Tue Sep 30 00:25:37 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"broken","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Social Media Registration Google Facebook","Verify that the social media registration is performed correctly."
"failed","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"failed","Tue Sep 30 00:25:38 GMT 2025","Tue Sep 30 00:25:41 GMT 2025","3004","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Check Promo Code Application In Payment","Verify that the promo code is applied correctly in payment."
"passed","Tue Sep 30 00:25:30 GMT 2025","Tue Sep 30 00:25:31 GMT 2025","331","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[problem_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Terms And Conditions Checkbox Validation","Verify that the terms and conditions checkbox validation is performed correctly."
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Registration Date Saved Correctly","Verify that the registration date is saved correctly."
"skipped","Tue Sep 30 00:25:41 GMT 2025","Tue Sep 30 00:25:41 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"passed","Tue Sep 30 00:25:21 GMT 2025","Tue Sep 30 00:25:22 GMT 2025","293","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"passed","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","150","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"failed","Tue Sep 30 00:25:41 GMT 2025","Tue Sep 30 00:25:41 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Redirection To Dashboard Post Signup","Verify that the redirection to dashboard is performed correctly after signup."
"skipped","Tue Sep 30 00:25:38 GMT 2025","Tue Sep 30 00:25:38 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","136","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"failed","Tue Sep 30 00:25:22 GMT 2025","Tue Sep 30 00:25:28 GMT 2025","5966","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"failed","Tue Sep 30 00:25:37 GMT 2025","Tue Sep 30 00:25:37 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Successful Payment With Valid Card Details","Verify that the payment is processed successfully with valid card details."
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-46: Verify that account balance is calculated correctly after a transaction.","Verify that account balance is calculated correctly after a transaction."
"passed","Tue Sep 30 00:25:30 GMT 2025","Tue Sep 30 00:25:30 GMT 2025","322","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[locked_out_user-secret_sauce-False-Failure]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"passed","Tue Sep 30 00:25:29 GMT 2025","Tue Sep 30 00:25:30 GMT 2025","321","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-52: Verify that failed transaction due to downtime is handled correctly.","Verify that failed transaction due to downtime is handled correctly."
"skipped","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"failed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Mobile Number Verification","Verify that the mobile number verification is performed correctly."
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-47: Verify that IMPS transfer functionality works correctly.","Verify that IMPS transfer functionality works correctly."
"failed","Tue Sep 30 00:25:37 GMT 2025","Tue Sep 30 00:25:37 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Expired Card Entry","Verify that the error message is displayed when the card is expired."
"passed","Tue Sep 30 00:25:15 GMT 2025","Tue Sep 30 00:25:15 GMT 2025","112","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_update_booking","
        Test the booking update API.
        "
"passed","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Username Uniqueness Check","Verify that the username uniqueness check is performed correctly."
"skipped","Tue Sep 30 00:25:16 GMT 2025","Tue Sep 30 00:25:16 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Products","Verify that products are displayed on the home page."
"passed","Tue Sep 30 00:25:21 GMT 2025","Tue Sep 30 00:25:21 GMT 2025","154","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Product Details","Verify that the product details are displayed correctly."
"failed","Tue Sep 30 00:25:41 GMT 2025","Tue Sep 30 00:25:41 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
