"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Social Media Registration Google Facebook","Verify that the social media registration is performed correctly."
"passed","Tue Sep 30 00:03:48 GMT 2025","Tue Sep 30 00:03:48 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"skipped","Tue Sep 30 00:03:45 GMT 2025","Tue Sep 30 00:03:45 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","test_upi_payment_integration_flow","Test UPI payment integration and flow functionality."
"failed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Registration Date Saved Correctly","Verify that the registration date is saved correctly."
"failed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Duplicate Email Registration","Verify that the error message is displayed when the email is already registered."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-47: Verify that IMPS transfer functionality works correctly.","Verify that IMPS transfer functionality works correctly."
"skipped","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-51: Verify that overdraft limit warnings are displayed correctly.","Verify that overdraft limit warnings are displayed correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Username Uniqueness Check","Verify that the username uniqueness check is performed correctly."
"failed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"failed","Tue Sep 30 00:03:45 GMT 2025","Tue Sep 30 00:03:45 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"failed","Tue Sep 30 00:03:48 GMT 2025","Tue Sep 30 00:03:48 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify International Card Payment","Verify that the international card payment is processed correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Back Button Functionality On Signup","Verify that the back button functionality is performed correctly on signup."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Terms And Conditions Checkbox Validation","Verify that the terms and conditions checkbox validation is performed correctly."
"passed","Tue Sep 30 00:03:28 GMT 2025","Tue Sep 30 00:03:28 GMT 2025","395","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"failed","Tue Sep 30 00:03:45 GMT 2025","Tue Sep 30 00:03:45 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"passed","Tue Sep 30 00:03:38 GMT 2025","Tue Sep 30 00:03:38 GMT 2025","302","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[locked_out_user-secret_sauce-False-Failure]","
        Test login functionality with valid and invalid credentials.
        "
"broken","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"skipped","Tue Sep 30 00:03:48 GMT 2025","Tue Sep 30 00:03:48 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate 3D Secure Authentication","Verify that the 3D secure authentication process is performed correctly."
"passed","Tue Sep 30 00:03:37 GMT 2025","Tue Sep 30 00:03:37 GMT 2025","370","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Problem User Login","Verify that the user can login with problem user creds."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Mandatory Fields Are Enforced","Verify that the mandatory fields are enforced correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-45: Verify that transaction history is accurate.","Verify that transaction history is accurate."
"passed","Tue Sep 30 00:03:36 GMT 2025","Tue Sep 30 00:03:37 GMT 2025","313","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Invalid Login","Verify that the user can login with invalid creds."
"passed","Tue Sep 30 00:03:21 GMT 2025","Tue Sep 30 00:03:21 GMT 2025","227","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"passed","Tue Sep 30 00:03:36 GMT 2025","Tue Sep 30 00:03:36 GMT 2025","380","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Page Title","Verify that the page title is correct."
"passed","Tue Sep 30 00:03:26 GMT 2025","Tue Sep 30 00:03:26 GMT 2025","34","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Social Media Links","Verify that social media links are present on the home page."
"failed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"failed","Tue Sep 30 00:03:48 GMT 2025","Tue Sep 30 00:03:48 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
"passed","Tue Sep 30 00:03:21 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","244","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Redirection To Dashboard Post Signup","Verify that the redirection to dashboard is performed correctly after signup."
"passed","Tue Sep 30 00:03:22 GMT 2025","Tue Sep 30 00:03:22 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-46: Verify that account balance is calculated correctly after a transaction.","Verify that account balance is calculated correctly after a transaction."
