"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 29 23:58:33 GMT 2025","Mon Sep 29 23:58:33 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Currency Change Updates Payment Amount","Verify that the currency change updates the payment amount correctly."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Invalid Email Format","Verify that the error message is displayed when the email format is invalid."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-45: Verify that transaction history is accurate.","Verify that transaction history is accurate."
"passed","Mon Sep 29 23:58:18 GMT 2025","Mon Sep 29 23:58:18 GMT 2025","305","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","72","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_update_booking","
        Test the booking update API.
        "
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","69","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_booker_api","
        Test the authentication API.
        "
"passed","Mon Sep 29 23:58:33 GMT 2025","Mon Sep 29 23:58:33 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Success Message Post Successful Transaction","Verify that the success message is displayed after successful transaction."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-47: Verify that IMPS transfer functionality works correctly.","Verify that IMPS transfer functionality works correctly."
"passed","Mon Sep 29 23:58:26 GMT 2025","Mon Sep 29 23:58:27 GMT 2025","302","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[locked_out_user-secret_sauce-False-Failure]","
        Test login functionality with valid and invalid credentials.
        "
"failed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"passed","Mon Sep 29 23:58:33 GMT 2025","Mon Sep 29 23:58:33 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate CVV Check During Payment","Verify that the CVV check is performed during payment."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-51: Verify that overdraft limit warnings are displayed correctly.","Verify that overdraft limit warnings are displayed correctly."
"passed","Mon Sep 29 23:58:33 GMT 2025","Mon Sep 29 23:58:33 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"passed","Mon Sep 29 23:58:17 GMT 2025","Mon Sep 29 23:58:17 GMT 2025","216","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Menu","Verify that the menu navigation works correctly."
"passed","Mon Sep 29 23:58:16 GMT 2025","Mon Sep 29 23:58:16 GMT 2025","40","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Social Media Links","Verify that social media links are present on the home page."
"skipped","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Products","Verify that products are displayed on the home page."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-44: Verify that money transfer between own accounts works correctly.","Verify that money transfer between own accounts works correctly."
"skipped","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-52: Verify that failed transaction due to downtime is handled correctly.","Verify that failed transaction due to downtime is handled correctly."
"passed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Social Media Registration Google Facebook","Verify that the social media registration is performed correctly."
"failed","Mon Sep 29 23:58:13 GMT 2025","Mon Sep 29 23:58:13 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
