"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Products","Verify that products are displayed on the home page."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","50","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_update_booking","
        Test the booking update API.
        "
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Social Media Registration Google Facebook","Verify that the social media registration is performed correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Redirection To Dashboard Post Signup","Verify that the redirection to dashboard is performed correctly after signup."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-47: Verify that IMPS transfer functionality works correctly.","Verify that IMPS transfer functionality works correctly."
"failed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Currency Change Updates Payment Amount","Verify that the currency change updates the payment amount correctly."
"passed","Sat Sep 27 17:00:44 GMT 2025","Sat Sep 27 17:00:44 GMT 2025","84","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Product Details","Verify that the product details are displayed correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Duplicate Email Registration","Verify that the error message is displayed when the email is already registered."
"passed","Sat Sep 27 17:00:54 GMT 2025","Sat Sep 27 17:00:54 GMT 2025","349","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Page Title","Verify that the page title is correct."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Username Uniqueness Check","Verify that the username uniqueness check is performed correctly."
