"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 29 16:08:56 GMT 2025","Mon Sep 29 16:09:02 GMT 2025","5320","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"skipped","Mon Sep 29 16:09:26 GMT 2025","Mon Sep 29 16:09:26 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate 3D Secure Authentication","Verify that the 3D secure authentication process is performed correctly."
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"passed","Mon Sep 29 16:09:26 GMT 2025","Mon Sep 29 16:09:26 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
"passed","Mon Sep 29 16:09:20 GMT 2025","Mon Sep 29 16:09:20 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate CVV Check During Payment","Verify that the CVV check is performed during payment."
"skipped","Mon Sep 29 16:08:45 GMT 2025","Mon Sep 29 16:08:45 GMT 2025","0","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login Page Elements","Verify that the login page elements are present."
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"skipped","Mon Sep 29 16:09:26 GMT 2025","Mon Sep 29 16:09:26 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"failed","Mon Sep 29 16:08:39 GMT 2025","Mon Sep 29 16:08:45 GMT 2025","5312","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Page Title","Verify that the page title is correct."
"failed","Mon Sep 29 16:08:08 GMT 2025","Mon Sep 29 16:08:08 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Menu","Verify that the menu navigation works correctly."
"failed","Mon Sep 29 16:08:13 GMT 2025","Mon Sep 29 16:08:13 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Product Details","Verify that the product details are displayed correctly."
"failed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Email Confirmation Sent Post Registration","Verify that the email confirmation is sent correctly after registration."
"failed","Mon Sep 29 16:08:02 GMT 2025","Mon Sep 29 16:08:02 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Social Media Links","Verify that social media links are present on the home page."
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Duplicate Email Registration","Verify that the error message is displayed when the email is already registered."
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Back Button Functionality On Signup","Verify that the back button functionality is performed correctly on signup."
"failed","Mon Sep 29 16:08:25 GMT 2025","Mon Sep 29 16:08:39 GMT 2025","14084","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Username Uniqueness Check","Verify that the username uniqueness check is performed correctly."
"failed","Mon Sep 29 16:09:08 GMT 2025","Mon Sep 29 16:09:14 GMT 2025","5409","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[problem_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Mandatory Fields Are Enforced","Verify that the mandatory fields are enforced correctly."
"passed","Mon Sep 29 16:07:54 GMT 2025","Mon Sep 29 16:07:54 GMT 2025","128","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"failed","Mon Sep 29 16:09:20 GMT 2025","Mon Sep 29 16:09:20 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Currency Change Updates Payment Amount","Verify that the currency change updates the payment amount correctly."
"failed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"passed","Mon Sep 29 16:09:20 GMT 2025","Mon Sep 29 16:09:20 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"failed","Mon Sep 29 16:08:45 GMT 2025","Mon Sep 29 16:08:50 GMT 2025","5296","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Invalid Login","Verify that the user can login with invalid creds."
"passed","Mon Sep 29 16:07:54 GMT 2025","Mon Sep 29 16:07:54 GMT 2025","133","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_booker_api","
        Test the authentication API.
        "
"failed","Mon Sep 29 16:09:14 GMT 2025","Mon Sep 29 16:09:14 GMT 2025","0","SRC.tests.tests_ui","test_order_page","TestOrderPage","","","Verify Order Creation","Verify that the order is created successfully."
"failed","Mon Sep 29 16:07:55 GMT 2025","Mon Sep 29 16:07:55 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-44: Verify that money transfer between own accounts works correctly.","Verify that money transfer between own accounts works correctly."
"skipped","Mon Sep 29 16:09:23 GMT 2025","Mon Sep 29 16:09:23 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
