"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 30 07:54:42 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","5396","SRC.tests.tests_ui","test_order_page","TestOrderPage","","","Verify Order Creation","Verify that the order is created successfully."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-45: Verify that transaction history is accurate.","Verify that transaction history is accurate."
"skipped","Tue Sep 30 07:54:34 GMT 2025","Tue Sep 30 07:54:34 GMT 2025","0","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login Page Elements","Verify that the login page elements are present."
"passed","Tue Sep 30 07:54:39 GMT 2025","Tue Sep 30 07:54:39 GMT 2025","926","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[locked_out_user-secret_sauce-False-Failure]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Redirection To Dashboard Post Signup","Verify that the redirection to dashboard is performed correctly after signup."
"passed","Tue Sep 30 07:54:03 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","295","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Invalid Email Format","Verify that the error message is displayed when the email format is invalid."
"passed","Tue Sep 30 07:54:03 GMT 2025","Tue Sep 30 07:54:03 GMT 2025","235","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_booker_api","
        Test the authentication API.
        "
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Social Media Registration Google Facebook","Verify that the social media registration is performed correctly."
"failed","Tue Sep 30 07:54:54 GMT 2025","Tue Sep 30 07:54:54 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify International Card Payment","Verify that the international card payment is processed correctly."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Email Confirmation Sent Post Registration","Verify that the email confirmation is sent correctly after registration."
"failed","Tue Sep 30 07:54:51 GMT 2025","Tue Sep 30 07:54:54 GMT 2025","3004","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Check Promo Code Application In Payment","Verify that the promo code is applied correctly in payment."
"failed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-44: Verify that money transfer between own accounts works correctly.","Verify that money transfer between own accounts works correctly."
"passed","Tue Sep 30 07:54:47 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"skipped","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Products","Verify that products are displayed on the home page."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-51: Verify that overdraft limit warnings are displayed correctly.","Verify that overdraft limit warnings are displayed correctly."
"passed","Tue Sep 30 07:54:40 GMT 2025","Tue Sep 30 07:54:41 GMT 2025","918","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[problem_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 07:54:54 GMT 2025","Tue Sep 30 07:54:54 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"failed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"skipped","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","205","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_update_booking","
        Test the booking update API.
        "
"passed","Tue Sep 30 07:54:12 GMT 2025","Tue Sep 30 07:54:12 GMT 2025","120","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Menu","Verify that the menu navigation works correctly."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"skipped","Tue Sep 30 07:54:47 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","test_upi_payment_integration_flow","Test UPI payment integration and flow functionality."
"passed","Tue Sep 30 07:54:47 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Successful Payment With Valid Card Details","Verify that the payment is processed successfully with valid card details."
"skipped","Tue Sep 30 07:54:54 GMT 2025","Tue Sep 30 07:54:54 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"passed","Tue Sep 30 07:54:03 GMT 2025","Tue Sep 30 07:54:03 GMT 2025","203","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"skipped","Tue Sep 30 07:54:51 GMT 2025","Tue Sep 30 07:54:51 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Tue Sep 30 07:54:47 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"passed","Tue Sep 30 07:54:47 GMT 2025","Tue Sep 30 07:54:47 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Expired Card Entry","Verify that the error message is displayed when the card is expired."
"passed","Tue Sep 30 07:54:14 GMT 2025","Tue Sep 30 07:54:15 GMT 2025","1397","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"failed","Tue Sep 30 07:54:15 GMT 2025","Tue Sep 30 07:54:32 GMT 2025","17100","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"failed","Tue Sep 30 07:54:54 GMT 2025","Tue Sep 30 07:54:54 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
"passed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"failed","Tue Sep 30 07:54:04 GMT 2025","Tue Sep 30 07:54:04 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"passed","Tue Sep 30 07:54:37 GMT 2025","Tue Sep 30 07:54:38 GMT 2025","994","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
