"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 30 07:34:38 GMT 2025","Tue Sep 30 07:34:39 GMT 2025","1492","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Page Title","Verify that the page title is correct."
"failed","Tue Sep 30 07:34:56 GMT 2025","Tue Sep 30 07:34:56 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"skipped","Tue Sep 30 07:34:53 GMT 2025","Tue Sep 30 07:34:53 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","115","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"passed","Tue Sep 30 07:34:53 GMT 2025","Tue Sep 30 07:34:53 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Success Message Post Successful Transaction","Verify that the success message is displayed after successful transaction."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","136","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_booker_api","
        Test the authentication API.
        "
"failed","Tue Sep 30 07:34:20 GMT 2025","Tue Sep 30 07:34:37 GMT 2025","17624","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","153","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"passed","Tue Sep 30 07:34:18 GMT 2025","Tue Sep 30 07:34:19 GMT 2025","1227","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"skipped","Tue Sep 30 07:34:56 GMT 2025","Tue Sep 30 07:34:56 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate 3D Secure Authentication","Verify that the 3D secure authentication process is performed correctly."
"failed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Registration Date Saved Correctly","Verify that the registration date is saved correctly."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-52: Verify that failed transaction due to downtime is handled correctly.","Verify that failed transaction due to downtime is handled correctly."
"passed","Tue Sep 30 07:34:45 GMT 2025","Tue Sep 30 07:34:46 GMT 2025","1053","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[problem_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Tue Sep 30 07:34:53 GMT 2025","Tue Sep 30 07:34:53 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"skipped","Tue Sep 30 07:34:56 GMT 2025","Tue Sep 30 07:34:56 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"passed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"passed","Tue Sep 30 07:34:42 GMT 2025","Tue Sep 30 07:34:43 GMT 2025","1491","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"skipped","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"passed","Tue Sep 30 07:34:53 GMT 2025","Tue Sep 30 07:34:53 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Successful Payment With Valid Card Details","Verify that the payment is processed successfully with valid card details."
"failed","Tue Sep 30 07:34:06 GMT 2025","Tue Sep 30 07:34:06 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Mandatory Fields Are Enforced","Verify that the mandatory fields are enforced correctly."
